id,first_name,last_name,degree,school,department,hire_year,hire_date,salary,country
6152,Mia,Baker,PHD,ISU,Data Science,2016,2016-07-16,169170,CANADA
6153,Ava,Thomas,PHD,Stanford,Engineering,2012,2012-02-25,112784,UK
6154,Sophia,Adams,MD,ISU,Accounting,2009,2009-12-18,105520,CANADA
6155,Hazel,Lee,PHD,MIT,Engineering,2002,2002-01-27,167955,MEXICO
6156,Benjamin,Johnson,MS,SCU,Accounting,2017,2017-03-13,168146,GERMANY
6157,Layla,Hernandez,PHD,SCU,Bio Informatics,2005,2005-11-07,149896,MEXICO
6158,Evelyn,King,MS,Harvard,Business,2016,2016-04-01,166485,CANADA
6159,Benjamin,Thomas,PHD,MIT,Accounting,2024,2024-08-04,176670,UK
6160,Ava,Gonzalez,PHD,SCU,Bio Informatics,2005,2005-06-22,175042,SPAIN
6161,Wyatt,Lee,PHD,Stanford,Data Science,2002,2002-05-15,138797,FRANCE
6162,Elena,Moore,MS,MIT,Business,2009,2009-02-05,132378,UK
6163,Lucas,Sanchez,MD,MIT,Engineering,2014,2014-07-10,188146,SPAIN
6164,Sofia,Green,PHD,ISU,Computer Science,2016,2016-11-23,111607,ITALY
6165,Logan,Jackson,PHD,Stanford,Engineering,2020,2020-12-13,107118,ITALY
6166,Zoe,Hill,PHD,Stanford,Computer Science,2009,2009-12-08,199454,CANADA
6167,Benjamin,Walker,MBA,Harvard,Data Science,2014,2014-12-27,162861,UK
6168,Michael,Campbell,MS,MIT,Accounting,2012,2012-04-18,159584,FRANCE
6169,Sebastian,Young,PHD,MIT,Business,2021,2021-12-09,146405,GERMANY
6170,Benjamin,Wilson,PHD,Stanford,Engineering,2014,2014-06-03,152791,FRANCE
6171,Jack,Allen,MBA,SCU,Accounting,2016,2016-02-03,133642,USA
6172,Hazel,Nguyen,PHD,Harvard,Data Science,2012,2012-07-27,164602,FRANCE
6173,Liam,Martin,PHD,MIT,Engineering,2022,2022-04-05,193081,GERMANY
6174,Sofia,King,PHD,SCU,Computer Science,2019,2019-06-03,197987,MEXICO
6175,Abigail,Jones,PHD,Harvard,Engineering,2018,2018-03-01,124647,MEXICO
6176,Michael,Williams,PHD,ISU,Business,2011,2011-07-10,170567,FRANCE
6177,Wyatt,Nelson,PHD,Harvard,Business,2011,2011-09-14,159670,ITALY
6178,Emily,Taylor,MD,MIT,Business,2013,2013-09-17,177869,ITALY
6179,Hazel,Adams,MD,Stanford,Computer Science,2002,2002-04-23,122527,GERMANY
6180,Nora,Anderson,PHD,SCU,Business,2024,2024-04-25,196104,CANADA
6181,Mason,Jones,PHD,Harvard,Accounting,2014,2014-03-27,195281,USA
6182,Lily,Thomas,MS,Stanford,Bio Informatics,2000,2000-08-16,128572,GERMANY
6183,Zoe,Allen,MBA,Stanford,Business,2005,2005-01-25,133966,GERMANY
6184,Jack,Hill,MBA,Stanford,Engineering,2002,2002-10-13,119773,SPAIN
6185,Victoria,Garcia,MS,Harvard,Business,2005,2005-08-17,179875,CANADA
6186,Elena,Wright,PHD,Stanford,Computer Science,2020,2020-04-20,158404,CANADA
6187,Olivia,Nguyen,MS,Stanford,Computer Science,2021,2021-04-01,191043,ITALY
6188,Wyatt,Perez,MBA,ISU,Computer Science,2007,2007-04-17,127643,USA
6189,Ava,Hill,PHD,Harvard,Bio Informatics,2004,2004-12-28,151779,UK
6190,Nora,Hill,MBA,MIT,Business,2024,2024-01-18,158578,USA
6191,Benjamin,Nguyen,PHD,SCU,Engineering,2022,2022-08-31,108872,CANADA
6192,Sebastian,Parker,MS,Stanford,Engineering,2025,2025-02-02,120885,ITALY
6193,Sophia,Jackson,MS,Harvard,Bio Informatics,2024,2024-10-01,179378,USA
6194,Elijah,Nelson,PHD,Harvard,Business,2009,2009-02-15,192352,MEXICO
6195,Nora,Hernandez,PHD,ISU,Accounting,2021,2021-06-23,146200,USA
6196,Victoria,King,PHD,SCU,Business,2004,2004-04-09,187985,MEXICO
6197,Ethan,Harris,PHD,SCU,Bio Informatics,2016,2016-03-30,146864,GERMANY
6198,Lillian,Evans,PHD,Harvard,Engineering,2013,2013-12-28,197912,ITALY
6199,Liam,King,MS,Harvard,Computer Science,2020,2020-04-29,113264,UK
6200,Amelia,King,PHD,Harvard,Bio Informatics,2003,2003-07-30,175465,USA
6201,Ethan,Harris,PHD,ISU,Engineering,2003,2003-04-07,172371,FRANCE
6202,Victoria,Allen,MS,MIT,Business,2002,2002-01-01,197444,UK
6203,Jack,Perez,PHD,MIT,Business,2007,2007-09-05,159735,FRANCE
6204,Evelyn,Jones,PHD,Stanford,Computer Science,2021,2021-09-09,180375,SPAIN
6205,Alexander,Sanchez,PHD,ISU,Data Science,2002,2002-10-29,143166,USA
6206,Victoria,Garcia,MS,MIT,Data Science,2004,2004-03-13,132264,MEXICO
6207,Wyatt,Lewis,PHD,ISU,Computer Science,2007,2007-10-23,186065,GERMANY
6208,Ethan,Miller,MD,SCU,Bio Informatics,2000,2000-08-11,196043,ITALY
6209,Lucas,Lopez,PHD,SCU,Bio Informatics,2006,2006-07-26,177215,ITALY
6210,Amelia,Nelson,MBA,Stanford,Business,2008,2008-03-28,150059,GERMANY
6211,Zoe,Wright,MBA,ISU,Bio Informatics,2006,2006-08-13,105094,FRANCE
6212,Emma,Parker,PHD,ISU,Engineering,2008,2008-04-07,153275,FRANCE
6213,Elijah,Robinson,PHD,MIT,Engineering,2007,2007-07-26,113851,CANADA
6214,Logan,Parker,MBA,ISU,Accounting,2007,2007-12-29,197484,SPAIN
6215,Michael,Clark,MBA,MIT,Data Science,2002,2002-11-23,111972,SPAIN
6216,Logan,Baker,PHD,MIT,Business,2007,2007-04-01,197899,GERMANY
6217,Zoe,Williams,MS,ISU,Accounting,2009,2009-11-18,100810,FRANCE
6218,Michael,Robinson,MD,MIT,Business,2007,2007-04-07,178866,FRANCE
6219,Sofia,Wright,MS,Stanford,Engineering,2020,2020-09-23,136504,FRANCE
6220,Amelia,Scott,PHD,Harvard,Accounting,2006,2006-03-25,122556,CANADA
6221,Jack,Green,MBA,ISU,Bio Informatics,2002,2002-12-05,195868,UK
6222,Benjamin,Brown,PHD,SCU,Bio Informatics,2007,2007-05-28,130026,CANADA
6223,Ava,Rodriguez,PHD,Harvard,Business,2009,2009-05-27,107150,USA
6224,Victoria,Mitchell,MBA,SCU,Bio Informatics,2018,2018-09-27,140605,SPAIN
6225,Benjamin,Walker,PHD,SCU,Data Science,2013,2013-11-22,124654,FRANCE
6226,Hazel,Johnson,PHD,MIT,Business,2014,2014-08-06,186144,MEXICO
6227,Abigail,Martin,MD,Stanford,Data Science,2016,2016-12-08,180741,GERMANY
6228,Harper,Davis,MBA,SCU,Accounting,2011,2011-10-19,112584,CANADA
6229,Chloe,Lee,MS,Stanford,Bio Informatics,2019,2019-03-05,121048,ITALY
6230,Abigail,Baker,MBA,Harvard,Data Science,2009,2009-05-05,139822,UK
6231,Elena,White,MS,MIT,Business,2014,2014-08-10,102189,CANADA
6232,Sophia,King,PHD,SCU,Bio Informatics,2021,2021-03-17,163353,CANADA
6233,Ethan,Perez,MD,MIT,Bio Informatics,2016,2016-04-26,189244,CANADA
6234,Henry,Baker,MD,ISU,Business,2001,2001-01-12,196999,CANADA
6235,Mia,Hernandez,PHD,MIT,Data Science,2006,2006-03-05,195253,MEXICO
6236,Sophia,Parker,PHD,Stanford,Bio Informatics,2015,2015-03-17,136541,USA
6237,Henry,Nguyen,PHD,MIT,Accounting,2015,2015-12-02,118064,ITALY
6238,Stella,Johnson,PHD,MIT,Business,2005,2005-02-13,168433,ITALY
6239,Leo,Johnson,MS,MIT,Computer Science,2022,2022-07-30,140223,USA
6240,Olivia,Wright,PHD,MIT,Business,2008,2008-02-29,163069,GERMANY
6241,Noah,Lee,PHD,Harvard,Bio Informatics,2006,2006-09-05,105872,ITALY
6242,Michael,Smith,PHD,ISU,Data Science,2019,2019-08-29,134183,ITALY
6243,Henry,Wilson,MS,SCU,Business,2004,2004-12-29,122906,ITALY
6244,Chloe,Campbell,MD,Harvard,Data Science,2000,2000-02-01,142107,UK
6245,Hazel,Flores,PHD,Stanford,Business,2004,2004-12-22,109300,ITALY
6246,Wyatt,Baker,PHD,Stanford,Accounting,2021,2021-04-28,102877,FRANCE
6247,Grace,Torres,MS,Harvard,Data Science,2001,2001-05-15,141618,UK
6248,Sebastian,Wilson,PHD,SCU,Business,2021,2021-12-10,189270,UK
6249,Hannah,Parker,PHD,Stanford,Accounting,2023,2023-05-02,163435,USA
6250,Aria,Allen,PHD,MIT,Engineering,2010,2010-03-24,194257,USA
6251,Logan,Walker,PHD,ISU,Data Science,2010,2010-04-27,178840,GERMANY
6252,Leo,Sanchez,MBA,MIT,Computer Science,2021,2021-12-03,156435,ITALY
6253,Lily,Gonzalez,PHD,Harvard,Accounting,2002,2002-09-12,145041,ITALY
6254,Sebastian,Robinson,MS,MIT,Business,2004,2004-05-25,151526,SPAIN
6255,Ethan,Moore,PHD,Harvard,Accounting,2002,2002-03-02,111581,CANADA
6256,Isabella,Johnson,PHD,Stanford,Computer Science,2005,2005-08-04,111527,USA
6257,Aria,Gonzalez,MD,Harvard,Bio Informatics,2008,2008-12-18,128970,GERMANY
6258,Benjamin,Martinez,MS,Stanford,Engineering,2009,2009-02-20,148256,GERMANY
6259,Amelia,Rodriguez,PHD,SCU,Data Science,2002,2002-08-01,150194,USA
6260,Hazel,Thompson,PHD,ISU,Bio Informatics,2004,2004-12-22,173299,ITALY
6261,James,Smith,MS,ISU,Data Science,2019,2019-03-02,137632,UK
6262,Elijah,Nguyen,PHD,Stanford,Bio Informatics,2011,2011-03-22,131153,MEXICO
6263,Aiden,Hill,PHD,ISU,Computer Science,2002,2002-08-21,159186,UK
6264,Aiden,Flores,PHD,ISU,Bio Informatics,2012,2012-12-28,135725,GERMANY
6265,Aiden,Wright,PHD,Harvard,Business,2012,2012-11-05,144409,ITALY
6266,Liam,Davis,PHD,Harvard,Business,2000,2000-03-27,156444,ITALY
6267,Ella,Nguyen,MS,Harvard,Accounting,2016,2016-04-06,104186,MEXICO
6268,Hazel,Flores,MBA,MIT,Bio Informatics,2023,2023-11-02,114062,GERMANY
6269,Harper,Ramirez,PHD,MIT,Bio Informatics,2006,2006-04-21,145897,CANADA
6270,Hazel,Johnson,MBA,SCU,Computer Science,2024,2024-08-06,165144,GERMANY
6271,Aria,Anderson,PHD,SCU,Business,2009,2009-09-25,170788,MEXICO
6272,Michael,Martinez,MS,SCU,Bio Informatics,2022,2022-12-04,161745,UK
6273,Hannah,Robinson,MS,Harvard,Computer Science,2019,2019-05-06,124980,ITALY
6274,Benjamin,Lee,PHD,SCU,Bio Informatics,2008,2008-12-03,169090,FRANCE
6275,Ava,Campbell,MS,SCU,Computer Science,2006,2006-01-05,105250,USA
6276,Jack,Martin,MS,SCU,Accounting,2009,2009-06-30,169526,SPAIN
6277,Olivia,Taylor,MD,ISU,Computer Science,2006,2006-04-02,117917,MEXICO
6278,Isabella,Hernandez,PHD,MIT,Computer Science,2009,2009-06-24,125923,SPAIN
6279,Stella,Nelson,MS,SCU,Data Science,2023,2023-10-13,195416,USA
6280,Lillian,Moore,PHD,Stanford,Data Science,2019,2019-04-17,144651,SPAIN
6281,James,Hill,PHD,Harvard,Bio Informatics,2013,2013-01-14,197451,FRANCE
6282,Riley,Evans,PHD,ISU,Data Science,2001,2001-11-01,130644,MEXICO
6283,Daniel,Clark,PHD,SCU,Bio Informatics,2021,2021-02-10,118962,GERMANY
6284,Aiden,Davis,MD,ISU,Data Science,2016,2016-06-08,184173,ITALY
6285,Hazel,Clark,MBA,Harvard,Accounting,2001,2001-06-23,148028,UK
6286,Aurora,Campbell,MD,MIT,Data Science,2025,2025-03-21,121449,UK
6287,Wyatt,Clark,PHD,Stanford,Business,2015,2015-03-14,107458,GERMANY
6288,Ava,Jones,PHD,ISU,Data Science,2019,2019-01-20,131897,CANADA
6289,Nora,Jones,PHD,ISU,Bio Informatics,2024,2024-02-28,172435,ITALY
6290,Aiden,Scott,PHD,Stanford,Data Science,2025,2025-09-12,162661,USA
6291,Lucas,Torres,PHD,MIT,Bio Informatics,2022,2022-09-02,129554,CANADA
6292,Liam,Torres,MD,Stanford,Engineering,2022,2022-07-20,188744,MEXICO
6293,Sebastian,Thompson,MS,Stanford,Data Science,2010,2010-11-04,187880,CANADA
6294,Chloe,Baker,PHD,Stanford,Data Science,2010,2010-12-19,191728,GERMANY
6295,Sebastian,Walker,MS,Harvard,Bio Informatics,2021,2021-08-16,122168,CANADA
6296,Noah,Anderson,MS,MIT,Engineering,2017,2017-04-23,179150,CANADA
6297,Isabella,Gonzalez,MBA,ISU,Computer Science,2023,2023-06-30,158359,ITALY
6298,Harper,King,PHD,Harvard,Computer Science,2025,2025-06-28,193497,MEXICO
6299,Mia,Gonzalez,MS,SCU,Bio Informatics,2009,2009-02-13,141856,SPAIN
6300,Stella,Flores,PHD,Stanford,Data Science,2013,2013-01-25,149636,MEXICO
6301,Lily,Green,MS,Stanford,Bio Informatics,2014,2014-06-21,123822,FRANCE
6302,Hannah,Allen,PHD,SCU,Data Science,2017,2017-08-15,181985,USA
6303,Ethan,Martinez,MS,Harvard,Business,2025,2025-05-21,150409,CANADA
6304,Amelia,Scott,PHD,ISU,Accounting,2024,2024-01-18,141484,UK
6305,Lucas,Flores,MD,MIT,Engineering,2024,2024-01-22,110026,CANADA
6306,Hazel,Lewis,PHD,ISU,Business,2017,2017-05-10,111729,ITALY
6307,Michael,Nelson,PHD,SCU,Engineering,2015,2015-09-20,167137,MEXICO
6308,Mason,Jackson,MS,SCU,Computer Science,2006,2006-04-29,188642,MEXICO
6309,Jack,Young,MS,Harvard,Bio Informatics,2024,2024-12-14,159879,MEXICO
6310,Violet,Taylor,MBA,MIT,Engineering,2020,2020-07-06,113511,USA
6311,Violet,Wilson,PHD,SCU,Bio Informatics,2010,2010-07-29,151476,CANADA
6312,Harper,Thompson,PHD,MIT,Business,2019,2019-12-07,149468,SPAIN
6313,Ava,Miller,MS,ISU,Engineering,2024,2024-03-04,159601,USA
6314,Mason,Rodriguez,PHD,Stanford,Bio Informatics,2015,2015-04-11,131031,MEXICO
6315,Layla,Mitchell,MBA,ISU,Computer Science,2016,2016-02-18,136943,USA
6316,Emma,Martin,PHD,Stanford,Business,2020,2020-01-03,185037,FRANCE
6317,Zoe,Martin,MS,Harvard,Bio Informatics,2015,2015-04-22,103131,GERMANY
6318,Lillian,Wright,MBA,Stanford,Engineering,2008,2008-05-11,120183,SPAIN
6319,Benjamin,Rodriguez,PHD,Stanford,Engineering,2011,2011-10-01,156061,USA
6320,Lily,Evans,MBA,Harvard,Bio Informatics,2002,2002-06-17,191514,ITALY
6321,Noah,Scott,MS,SCU,Bio Informatics,2022,2022-07-04,163644,GERMANY
6322,Evelyn,Lopez,MS,Harvard,Data Science,2017,2017-12-12,156912,USA
6323,Amelia,Ramirez,PHD,MIT,Computer Science,2004,2004-12-26,134568,MEXICO
6324,Lucas,Hernandez,MS,SCU,Accounting,2014,2014-12-11,100070,UK
6325,Hannah,Carter,MD,MIT,Business,2007,2007-05-04,128033,CANADA
6326,Stella,Smith,MS,Stanford,Engineering,2001,2001-02-16,125521,FRANCE
6327,Lillian,Brown,PHD,SCU,Bio Informatics,2007,2007-08-01,146208,FRANCE
6328,Ella,Wilson,MBA,Stanford,Accounting,2004,2004-05-03,171646,FRANCE
6329,Sophia,Harris,PHD,Harvard,Engineering,2006,2006-05-05,124734,USA
6330,Mia,Green,PHD,Harvard,Engineering,2011,2011-11-05,114163,MEXICO
6331,Leo,Harris,PHD,SCU,Bio Informatics,2015,2015-01-17,192480,ITALY
6332,Chloe,Ramirez,PHD,SCU,Data Science,2004,2004-07-21,194765,UK
6333,Zoe,White,MS,Stanford,Business,2021,2021-05-19,118463,FRANCE
6334,Zoe,Scott,MS,Stanford,Engineering,2015,2015-11-15,142676,GERMANY
6335,Elena,Wright,PHD,MIT,Bio Informatics,2016,2016-01-11,110520,FRANCE
6336,Logan,Hill,MS,Harvard,Data Science,2010,2010-03-04,155125,FRANCE
6337,Benjamin,Baker,PHD,Harvard,Bio Informatics,2016,2016-06-19,108300,ITALY
6338,Mason,Nelson,PHD,SCU,Accounting,2020,2020-06-05,149741,MEXICO
6339,Elijah,Anderson,PHD,ISU,Computer Science,2022,2022-03-31,192570,GERMANY
6340,Layla,Ramirez,PHD,Stanford,Business,2021,2021-04-03,168584,SPAIN
6341,Leo,Mitchell,MS,MIT,Engineering,2002,2002-02-28,165165,SPAIN
6342,Evelyn,Parker,PHD,SCU,Accounting,2021,2021-11-12,101703,ITALY
6343,Isabella,Wilson,PHD,ISU,Engineering,2004,2004-08-21,150322,MEXICO
6344,Daniel,Allen,MD,Harvard,Engineering,2006,2006-08-01,199434,SPAIN
6345,James,Lewis,PHD,SCU,Data Science,2021,2021-05-03,173464,USA
6346,Noah,Thomas,MS,Stanford,Business,2002,2002-12-18,159043,MEXICO
6347,Ella,Johnson,MS,MIT,Accounting,2008,2008-02-23,161898,MEXICO
6348,Logan,Evans,MBA,SCU,Bio Informatics,2024,2024-12-31,171053,USA
6349,Benjamin,Moore,MBA,Stanford,Computer Science,2014,2014-09-22,198316,GERMANY
6350,Lily,Allen,MS,Stanford,Bio Informatics,2009,2009-01-12,189044,FRANCE
6351,Victoria,Allen,MBA,Harvard,Accounting,2019,2019-09-18,197446,USA
6352,Hannah,Taylor,PHD,MIT,Computer Science,2002,2002-12-14,106208,MEXICO
6353,Sofia,Evans,MS,Harvard,Business,2007,2007-01-27,124183,UK
6354,Aria,Hill,MS,Stanford,Business,2014,2014-05-29,164937,MEXICO
6355,Emma,Gonzalez,PHD,Harvard,Accounting,2007,2007-04-10,126790,UK
6356,Aurora,Torres,MS,MIT,Bio Informatics,2005,2005-08-04,118022,UK
6357,Leo,Johnson,MS,ISU,Engineering,2013,2013-12-21,150403,SPAIN
6358,Henry,Flores,MD,ISU,Engineering,2019,2019-07-04,179994,FRANCE
6359,Hannah,Jackson,MBA,MIT,Data Science,2011,2011-02-16,145375,USA
6360,Mason,Allen,MS,ISU,Bio Informatics,2012,2012-07-29,128741,MEXICO
6361,Aiden,Mitchell,MS,ISU,Bio Informatics,2011,2011-02-24,174696,ITALY
6362,Aiden,Young,PHD,SCU,Engineering,2000,2000-07-06,118317,UK
6363,Leo,Wright,PHD,ISU,Data Science,2004,2004-09-24,104152,FRANCE
6364,Layla,Anderson,PHD,SCU,Computer Science,2024,2024-10-03,193401,USA
6365,Benjamin,Martin,MS,Harvard,Computer Science,2013,2013-10-01,153315,GERMANY
6366,Benjamin,Miller,MS,Harvard,Bio Informatics,2008,2008-08-19,171823,MEXICO
6367,Jack,Brown,PHD,Harvard,Business,2023,2023-01-02,128151,MEXICO
6368,Mia,Brown,MS,SCU,Business,2000,2000-10-17,186958,MEXICO
6369,Hannah,Flores,MBA,ISU,Bio Informatics,2007,2007-08-27,103637,UK
6370,Ethan,Martin,PHD,ISU,Computer Science,2010,2010-09-03,163135,GERMANY
6371,Amelia,Hill,MD,ISU,Business,2015,2015-10-21,156955,ITALY
6372,Wyatt,Martin,PHD,ISU,Engineering,2005,2005-08-03,116085,UK
6373,Lily,Rodriguez,MS,SCU,Engineering,2017,2017-02-20,186280,MEXICO
6374,Ethan,Anderson,MBA,SCU,Business,2002,2002-11-10,186700,MEXICO
6375,Zoe,Green,PHD,ISU,Accounting,2005,2005-09-16,131723,FRANCE
6376,Olivia,Brown,MS,Stanford,Engineering,2009,2009-06-30,163137,UK
6377,Emma,Perez,PHD,SCU,Bio Informatics,2016,2016-10-15,118995,UK
6378,Grace,Adams,MS,ISU,Accounting,2012,2012-10-24,159702,SPAIN
6379,Aurora,Lee,MS,Stanford,Business,2000,2000-03-13,141843,SPAIN
6380,Nora,Jackson,MD,SCU,Data Science,2022,2022-08-18,170073,GERMANY
6381,Evelyn,Gonzalez,MD,SCU,Business,2007,2007-09-07,166999,ITALY
6382,Sofia,Mitchell,PHD,Harvard,Computer Science,2005,2005-03-30,196814,SPAIN
6383,Stella,King,PHD,Stanford,Business,2013,2013-03-23,135233,USA
6384,Alexander,Davis,MS,Stanford,Accounting,2017,2017-09-04,103627,SPAIN
6385,Alexander,Sanchez,PHD,Stanford,Business,2014,2014-04-24,164170,GERMANY
6386,Aurora,Adams,PHD,MIT,Accounting,2010,2010-08-09,145173,USA
6387,Lillian,Jones,MS,MIT,Computer Science,2019,2019-01-21,126471,GERMANY
6388,Hazel,Jackson,PHD,Harvard,Business,2002,2002-12-09,131689,SPAIN
6389,Sebastian,Carter,PHD,MIT,Data Science,2019,2019-01-10,151592,MEXICO
6390,Emma,Nelson,PHD,Stanford,Data Science,2004,2004-09-07,135987,CANADA
6391,Jack,Perez,MBA,Stanford,Engineering,2021,2021-10-10,109090,ITALY
6392,Zoe,Clark,MS,Harvard,Accounting,2024,2024-03-26,166138,ITALY
6393,Noah,Harris,MS,Stanford,Data Science,2016,2016-04-21,117349,SPAIN
6394,Noah,Martinez,PHD,ISU,Accounting,2006,2006-06-18,131312,FRANCE
6395,Aiden,Williams,MD,ISU,Computer Science,2010,2010-08-10,127188,UK
6396,Aria,Johnson,MBA,MIT,Engineering,2013,2013-04-02,106328,ITALY
6397,Liam,Flores,PHD,ISU,Computer Science,2020,2020-03-20,169221,CANADA
6398,Amelia,Lewis,MBA,Stanford,Accounting,2002,2002-10-01,166513,SPAIN
6399,James,Nguyen,MS,MIT,Engineering,2006,2006-03-23,194222,ITALY
6400,Elijah,Carter,MBA,Stanford,Business,2010,2010-04-25,104936,GERMANY
6401,Hannah,Hill,PHD,ISU,Data Science,2012,2012-04-27,149044,GERMANY
6402,Grace,Robinson,PHD,MIT,Engineering,2015,2015-02-20,146975,MEXICO
6403,Elena,Perez,MS,Stanford,Bio Informatics,2024,2024-10-07,122553,UK
6404,Isabella,Miller,MBA,MIT,Bio Informatics,2004,2004-07-30,173718,ITALY
6405,Sebastian,Moore,MS,Harvard,Bio Informatics,2023,2023-03-11,144884,ITALY
6406,Ella,Garcia,MS,Stanford,Bio Informatics,2016,2016-09-16,152630,SPAIN
6407,Alexander,Sanchez,MS,MIT,Bio Informatics,2022,2022-11-07,146738,UK
6408,Riley,Garcia,MS,MIT,Computer Science,2004,2004-03-27,180805,GERMANY
6409,Riley,Taylor,MBA,SCU,Business,2010,2010-09-02,107631,SPAIN
6410,Hazel,Jones,MS,ISU,Engineering,2011,2011-03-30,166112,SPAIN
6411,Violet,Martin,PHD,SCU,Accounting,2010,2010-08-16,192142,FRANCE
6412,Abigail,Thomas,PHD,SCU,Engineering,2003,2003-08-15,118807,GERMANY
6413,Michael,Nelson,MS,ISU,Bio Informatics,2001,2001-07-26,122340,CANADA
6414,Benjamin,Evans,MS,Harvard,Computer Science,2022,2022-10-07,118796,SPAIN
6415,Hannah,Young,PHD,MIT,Engineering,2012,2012-04-18,104532,UK
6416,Ava,White,PHD,ISU,Accounting,2015,2015-08-18,160397,ITALY
6417,Olivia,Thomas,MS,Stanford,Engineering,2000,2000-10-28,148818,MEXICO
6418,Lillian,Rodriguez,MS,ISU,Bio Informatics,2005,2005-01-29,176613,ITALY
6419,Victoria,Lopez,PHD,Stanford,Accounting,2010,2010-05-13,153122,FRANCE
6420,Abigail,Anderson,PHD,SCU,Data Science,2004,2004-06-26,123827,UK
6421,Stella,Moore,MS,Stanford,Business,2016,2016-02-27,104233,FRANCE
6422,Layla,Johnson,PHD,ISU,Computer Science,2018,2018-02-24,134049,CANADA
6423,Grace,Lee,PHD,ISU,Business,2012,2012-01-20,150828,CANADA
6424,Amelia,Robinson,PHD,ISU,Bio Informatics,2000,2000-03-07,141682,CANADA
6425,Violet,Jones,MBA,SCU,Bio Informatics,2006,2006-12-20,111276,SPAIN
6426,Wyatt,Lee,PHD,MIT,Engineering,2010,2010-07-18,143213,GERMANY
6427,Sophia,Walker,PHD,SCU,Data Science,2001,2001-10-04,131940,CANADA
6428,James,Williams,PHD,Stanford,Computer Science,2023,2023-12-17,125915,GERMANY
6429,Henry,Jones,PHD,SCU,Business,2012,2012-11-03,158565,SPAIN
6430,Mia,Johnson,MBA,MIT,Data Science,2007,2007-02-14,105107,USA
6431,Chloe,Evans,PHD,MIT,Accounting,2012,2012-05-05,153985,MEXICO
6432,Sophia,Moore,MS,Stanford,Engineering,2019,2019-06-27,100881,UK
6433,Nora,Campbell,PHD,MIT,Bio Informatics,2022,2022-07-29,111932,FRANCE
6434,Logan,Miller,PHD,Stanford,Computer Science,2017,2017-08-23,151338,GERMANY
6435,Michael,Rodriguez,MD,MIT,Engineering,2010,2010-05-25,126272,CANADA
6436,Sofia,Thompson,MS,SCU,Engineering,2010,2010-09-22,127538,CANADA
6437,Olivia,Perez,MS,SCU,Data Science,2007,2007-09-25,188096,USA
6438,Henry,Mitchell,MS,Harvard,Bio Informatics,2021,2021-07-27,131971,GERMANY
6439,Emma,Anderson,PHD,ISU,Computer Science,2022,2022-05-19,138209,SPAIN
6440,Sofia,Carter,MBA,ISU,Bio Informatics,2022,2022-05-03,157291,USA
6441,Elijah,Torres,PHD,MIT,Computer Science,2006,2006-12-27,175592,GERMANY
6442,Sofia,Torres,PHD,SCU,Engineering,2022,2022-05-16,145171,MEXICO
6443,Aurora,Sanchez,MD,Harvard,Computer Science,2021,2021-09-27,165581,USA
6444,Amelia,King,MS,ISU,Business,2008,2008-09-10,190611,CANADA
6445,Ella,Martinez,PHD,Harvard,Accounting,2006,2006-05-30,165450,MEXICO
6446,Leo,Taylor,PHD,Harvard,Business,2022,2022-03-03,193166,UK
6447,Wyatt,Perez,MS,MIT,Business,2022,2022-05-25,105644,UK
6448,Emma,Wilson,MBA,MIT,Business,2022,2022-05-12,140737,FRANCE
6449,Logan,Flores,PHD,SCU,Data Science,2022,2022-03-16,173147,GERMANY
6450,Harper,Robinson,PHD,ISU,Data Science,2013,2013-01-30,172900,CANADA
6451,Ethan,Rodriguez,PHD,ISU,Computer Science,2012,2012-03-06,126282,USA
6452,Lucas,Jackson,MS,ISU,Computer Science,2003,2003-11-11,182034,GERMANY
6453,Nora,Carter,MBA,MIT,Accounting,2010,2010-04-12,122159,ITALY
6454,Harper,Martin,MS,Harvard,Data Science,2019,2019-07-05,143311,SPAIN
6455,Liam,King,MBA,MIT,Bio Informatics,2007,2007-08-15,186172,USA
6456,James,Sanchez,MS,SCU,Business,2008,2008-03-13,118655,USA
6457,Aria,Thompson,MBA,Harvard,Bio Informatics,2014,2014-06-27,109188,ITALY
6458,Isabella,Hill,PHD,Stanford,Data Science,2007,2007-06-09,165568,USA
6459,Grace,Scott,MBA,Harvard,Business,2025,2025-04-27,183507,GERMANY
6460,Zoe,Thompson,PHD,Stanford,Business,2021,2021-01-11,150249,CANADA
6461,Henry,Nguyen,PHD,MIT,Business,2003,2003-11-06,189661,ITALY
6462,Jack,Thomas,PHD,Harvard,Bio Informatics,2011,2011-02-04,193901,FRANCE
6463,Daniel,Davis,MBA,Stanford,Engineering,2025,2025-09-09,150825,SPAIN
6464,Alexander,Moore,PHD,ISU,Engineering,2012,2012-01-28,162503,UK
6465,Logan,Carter,PHD,Harvard,Bio Informatics,2013,2013-12-23,173340,UK
6466,Ethan,Harris,MD,ISU,Engineering,2021,2021-10-29,173809,MEXICO
6467,Henry,Wright,PHD,ISU,Data Science,2002,2002-02-21,194061,FRANCE
6468,Lillian,Garcia,PHD,Harvard,Data Science,2015,2015-08-25,109186,UK
6469,Zoe,Wilson,PHD,Harvard,Bio Informatics,2006,2006-06-16,182180,ITALY
6470,Victoria,Lewis,PHD,ISU,Business,2017,2017-03-30,108827,MEXICO
6471,Violet,Parker,PHD,SCU,Data Science,2014,2014-02-14,160126,USA
